asistencia_laboratorio_pct,asistencia_teorico_pct,asistencia_total_pct,entregas_tarea_puntual,horas_de_estudio_semana,puntualidad_pago,ingresos_mensual,deuda_academica,tipo_financiamiento,costo_servicio_mensual,indice_financiero,indice_procrastinacion,horas_deporte,horas_cultura,horas_extracurriculares,alimentacion,actividad_fisica,horas_pantalla_no_academica,horas_sueno,habitos_vida,horas_trabajo_semana,apoyo_social,estres,bienestar_estudiantil,pps_actual_20,rendimiento,riesgo_de_desercion
Baja,Baja,Baja,Critico,Limitado,Puntual,Alto,Sin_deuda,Beca_Parcial,Alto,Sostenible,Minimo,Constante,Nula,Baja,Adecuada,Nula,Bajo,Excesivo,Regular,Tiempo_Completo,Moderado,Muy_Alto,Critico,Previsto,Destacado,Medio
Baja,Excelente,Excelente,Critico,Intensivo,Impuntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Medio,Vulnerable,Minimo,Nula,Constante,Media,Moderada,Frecuente,Moderado,Adecuado,Excelente,Parcial_Alta,Excelente,Alto,Excelente,Destacado,Destacado,Bajo
Baja,Alta,Excelente,Critico,Adecuado,Impuntual,Alto,Sin_deuda,Beca_Parcial,Muy_Bajo,Sostenible,Frecuente,Ocasional,Constante,Media,Inadecuada,Baja,Alto,Adecuado,Excelente,Parcial_Baja,Bueno,Alto,Regular,Destacado,Destacado,Bajo
Alta,Media,Media,Critico,Insuficiente,Impuntual,Bajo,Con_deuda,Credito,Medio,Riesgo_Moderado,Ocasional,Ocasional,Ocasional,Baja,Adecuada,Frecuente,Alto,Excesivo,Bueno,Tiempo_Completo,Bueno,Muy_Alto,Excelente,En_Proceso,En_Proceso,Medio
Excelente,Alta,Alta,Ejemplar,Intensivo,Impuntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Minimo,Ocasional,Nula,Baja,Adecuada,Baja,Alto,Adecuado,Bueno,Tiempo_Completo,Moderado,Alto,Regular,En_Proceso,Destacado,Alto
Excelente,Excelente,Excelente,Critico,Intensivo,Puntual,Muy_Bajo,Sin_deuda,Beca_Total,Muy_Bajo,Sostenible,Frecuente,Constante,Nula,Media,Inadecuada,Nula,Moderado,Excesivo,Deficiente,Tiempo_Completo,Bueno,Moderado,Excelente,Previsto,Previsto,Bajo
Alta,Baja,Alta,Ejemplar,Limitado,Impuntual,Medio,Sin_deuda,Beca_Total,Medio,Vulnerable,Minimo,Ocasional,Ocasional,Baja,Adecuada,Frecuente,Moderado,Excesivo,Bueno,Parcial_Alta,Insuficiente,Moderado,Excelente,Destacado,Destacado,Bajo
Excelente,Baja,Excelente,Critico,Intensivo,Puntual,Bajo,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Vulnerable,Minimo,Nula,Frecuente,Media,Adecuada,Constante,Alto,Excesivo,Bueno,Tiempo_Completo,Excelente,Bajo,Excelente,Previsto,Destacado,Medio
Media,Media,Baja,Critico,Intensivo,Impuntual,Bajo,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Sostenible,Ocasional,Frecuente,Constante,Alta,Adecuada,Frecuente,Bajo,Adecuado,Bueno,Tiempo_Completo,Bueno,Muy_Alto,Regular,Inicio,Previsto,Medio
Baja,Baja,Baja,Moderado,Adecuado,Impuntual,Alto,Sin_deuda,Pago_Directo,Medio,Riesgo_Moderado,Ocasional,Frecuente,Constante,Alta,Adecuada,Constante,Alto,Deficiente,Regular,Parcial_Baja,Excelente,Moderado,Excelente,Inicio,Destacado,Bajo
Excelente,Baja,Baja,Moderado,Adecuado,Impuntual,Alto,Con_deuda,Beca_Parcial,Alto,Vulnerable,Frecuente,Frecuente,Ocasional,Media,Moderada,Frecuente,Alto,Adecuado,Bueno,Parcial_Baja,Insuficiente,Moderado,Excelente,Previsto,Destacado,Medio
Baja,Baja,Alta,Moderado,Insuficiente,Impuntual,Medio,Con_deuda,Credito,Medio,Vulnerable,Ocasional,Frecuente,Constante,Media,Adecuada,Baja,Alto,Adecuado,Bueno,Parcial_Baja,Excelente,Alto,Excelente,Destacado,Previsto,Bajo
Baja,Media,Media,Consistente,Intensivo,Impuntual,Medio,Sin_deuda,Beca_Total,Medio,Estable,Ocasional,Nula,Ocasional,Baja,Adecuada,Baja,Moderado,Adecuado,Excelente,Parcial_Baja,Moderado,Muy_Alto,Excelente,En_Proceso,Destacado,Bajo
Excelente,Alta,Alta,Consistente,Adecuado,Impuntual,Medio,Con_deuda,Beca_Parcial,Bajo,Vulnerable,Frecuente,Ocasional,Constante,Media,Adecuada,Frecuente,Alto,Regular,Regular,Parcial_Baja,Moderado,Muy_Alto,Critico,En_Proceso,En_Proceso,Bajo
Media,Excelente,Media,Consistente,Insuficiente,Impuntual,Muy_Bajo,Con_deuda,Credito,Alto,Riesgo_Moderado,Frecuente,Ocasional,Frecuente,Media,Adecuada,Baja,Alto,Excesivo,Regular,Ninguna,Bueno,Muy_Alto,Regular,En_Proceso,Inicio,Bajo
Alta,Baja,Alta,Consistente,Limitado,Impuntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Estable,Frecuente,Nula,Frecuente,Alta,Adecuada,Constante,Alto,Excesivo,Bueno,Parcial_Baja,Bueno,Bajo,Excelente,Previsto,Destacado,Bajo
Excelente,Excelente,Alta,Ejemplar,Limitado,Puntual,Alto,Sin_deuda,Beca_Total,Medio,Sostenible,Ocasional,Nula,Frecuente,Media,Moderada,Nula,Moderado,Regular,Deficiente,Ninguna,Bueno,Alto,Excelente,Previsto,Inicio,Bajo
Baja,Excelente,Alta,Consistente,Limitado,Impuntual,Muy_Bajo,Con_deuda,Pago_Directo,Alto,Vulnerable,Ocasional,Constante,Constante,Alta,Moderada,Constante,Bajo,Deficiente,Bueno,Parcial_Alta,Moderado,Bajo,Excelente,Destacado,Destacado,Bajo
Excelente,Media,Excelente,Ejemplar,Adecuado,Impuntual,Alto,Sin_deuda,Beca_Total,Medio,Vulnerable,Frecuente,Frecuente,Ocasional,Baja,Inadecuada,Frecuente,Bajo,Deficiente,Deficiente,Parcial_Baja,Insuficiente,Alto,Critico,En_Proceso,Destacado,Alto
Media,Baja,Baja,Consistente,Insuficiente,Impuntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Ocasional,Nula,Constante,Media,Inadecuada,Nula,Moderado,Deficiente,Deficiente,Tiempo_Completo,Insuficiente,Muy_Alto,Critico,Destacado,Previsto,Alto
Alta,Alta,Media,Moderado,Insuficiente,Impuntual,Bajo,Con_deuda,Pago_Directo,Bajo,Riesgo_Moderado,Constante,Frecuente,Ocasional,Media,Inadecuada,Baja,Alto,Deficiente,Deficiente,Parcial_Baja,Bueno,Alto,Regular,Previsto,Inicio,Bajo
Baja,Alta,Alta,Moderado,Intensivo,Puntual,Alto,Con_deuda,Beca_Parcial,Alto,Vulnerable,Ocasional,Frecuente,Ocasional,Media,Inadecuada,Nula,Bajo,Adecuado,Excelente,Parcial_Baja,Moderado,Bajo,Excelente,En_Proceso,Destacado,Bajo
Excelente,Media,Alta,Ejemplar,Limitado,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Sostenible,Minimo,Constante,Ocasional,Baja,Adecuada,Baja,Alto,Deficiente,Excelente,Tiempo_Completo,Bueno,Moderado,Excelente,Inicio,Inicio,Bajo
Excelente,Media,Alta,Moderado,Insuficiente,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Alto,Vulnerable,Frecuente,Constante,Ocasional,Media,Inadecuada,Nula,Bajo,Deficiente,Regular,Tiempo_Completo,Bueno,Muy_Alto,Regular,Inicio,Inicio,Medio
Baja,Excelente,Baja,Ejemplar,Insuficiente,Impuntual,Medio,Sin_deuda,Financiamiento_Familiar,Alto,Estable,Frecuente,Nula,Ocasional,Baja,Inadecuada,Frecuente,Alto,Deficiente,Bueno,Parcial_Alta,Insuficiente,Moderado,Excelente,En_Proceso,Inicio,Bajo
Alta,Media,Alta,Critico,Limitado,Impuntual,Bajo,Sin_deuda,Beca_Total,Alto,Estable,Frecuente,Nula,Nula,Baja,Moderada,Frecuente,Alto,Adecuado,Deficiente,Tiempo_Completo,Bueno,Alto,Regular,Destacado,Destacado,Bajo
Baja,Excelente,Alta,Consistente,Intensivo,Impuntual,Muy_Bajo,Con_deuda,Beca_Parcial,Medio,Vulnerable,Frecuente,Ocasional,Nula,Baja,Moderada,Frecuente,Alto,Regular,Excelente,Ninguna,Excelente,Bajo,Excelente,Inicio,En_Proceso,Bajo
Media,Alta,Excelente,Moderado,Adecuado,Impuntual,Alto,Con_deuda,Credito,Medio,Vulnerable,Constante,Frecuente,Constante,Alta,Inadecuada,Baja,Bajo,Deficiente,Regular,Tiempo_Completo,Excelente,Muy_Alto,Excelente,Previsto,En_Proceso,Medio
Excelente,Baja,Alta,Ejemplar,Adecuado,Puntual,Alto,Con_deuda,Financiamiento_Familiar,Medio,Vulnerable,Frecuente,Frecuente,Frecuente,Baja,Moderada,Frecuente,Bajo,Excesivo,Regular,Tiempo_Completo,Excelente,Alto,Excelente,Previsto,Inicio,Bajo
Media,Baja,Baja,Ejemplar,Intensivo,Puntual,Medio,Con_deuda,Credito,Muy_Bajo,Sostenible,Constante,Constante,Constante,Alta,Adecuada,Nula,Alto,Adecuado,Bueno,Parcial_Alta,Moderado,Muy_Alto,Excelente,Previsto,Previsto,Alto
Alta,Excelente,Alta,Critico,Limitado,Puntual,Muy_Bajo,Con_deuda,Credito,Medio,Vulnerable,Minimo,Ocasional,Constante,Alta,Inadecuada,Baja,Moderado,Excesivo,Bueno,Parcial_Baja,Bueno,Moderado,Excelente,Previsto,Destacado,Medio
Alta,Baja,Media,Critico,Adecuado,Impuntual,Alto,Con_deuda,Beca_Parcial,Muy_Bajo,Sostenible,Ocasional,Frecuente,Nula,Media,Adecuada,Nula,Alto,Deficiente,Deficiente,Tiempo_Completo,Moderado,Bajo,Regular,Previsto,Destacado,Alto
Alta,Alta,Excelente,Consistente,Limitado,Puntual,Bajo,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Estable,Ocasional,Frecuente,Ocasional,Baja,Adecuada,Constante,Bajo,Adecuado,Bueno,Tiempo_Completo,Bueno,Muy_Alto,Excelente,Destacado,Destacado,Bajo
Alta,Baja,Media,Ejemplar,Intensivo,Impuntual,Bajo,Con_deuda,Beca_Total,Bajo,Estable,Minimo,Nula,Nula,Baja,Inadecuada,Frecuente,Alto,Regular,Regular,Parcial_Baja,Excelente,Alto,Regular,Inicio,En_Proceso,Bajo
Baja,Media,Baja,Moderado,Limitado,Puntual,Medio,Con_deuda,Beca_Total,Muy_Bajo,Estable,Constante,Nula,Nula,Baja,Moderada,Constante,Alto,Excesivo,Excelente,Parcial_Alta,Moderado,Bajo,Excelente,En_Proceso,En_Proceso,Medio
Baja,Excelente,Baja,Critico,Adecuado,Puntual,Medio,Sin_deuda,Pago_Directo,Bajo,Sostenible,Constante,Frecuente,Ocasional,Alta,Adecuada,Nula,Moderado,Adecuado,Regular,Ninguna,Moderado,Alto,Excelente,En_Proceso,Inicio,Bajo
Baja,Baja,Baja,Critico,Adecuado,Impuntual,Muy_Bajo,Sin_deuda,Beca_Parcial,Medio,Vulnerable,Frecuente,Frecuente,Constante,Alta,Adecuada,Nula,Moderado,Adecuado,Bueno,Ninguna,Moderado,Bajo,Excelente,Previsto,En_Proceso,Medio
Baja,Media,Baja,Moderado,Insuficiente,Impuntual,Medio,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Ocasional,Nula,Constante,Baja,Inadecuada,Constante,Moderado,Deficiente,Regular,Ninguna,Moderado,Muy_Alto,Critico,En_Proceso,Inicio,Medio
Media,Baja,Baja,Consistente,Limitado,Puntual,Alto,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Riesgo_Moderado,Ocasional,Nula,Ocasional,Baja,Inadecuada,Nula,Bajo,Deficiente,Deficiente,Parcial_Alta,Bueno,Bajo,Regular,Inicio,Destacado,Bajo
Media,Excelente,Excelente,Consistente,Insuficiente,Impuntual,Bajo,Con_deuda,Pago_Directo,Muy_Bajo,Riesgo_Moderado,Frecuente,Constante,Constante,Alta,Adecuada,Constante,Alto,Excesivo,Bueno,Ninguna,Insuficiente,Bajo,Regular,Destacado,Previsto,Bajo
Media,Media,Media,Critico,Intensivo,Impuntual,Alto,Sin_deuda,Beca_Parcial,Alto,Vulnerable,Constante,Nula,Constante,Media,Inadecuada,Nula,Alto,Adecuado,Deficiente,Tiempo_Completo,Insuficiente,Bajo,Regular,Destacado,Destacado,Bajo
Media,Media,Excelente,Consistente,Insuficiente,Puntual,Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Riesgo_Moderado,Frecuente,Ocasional,Ocasional,Baja,Inadecuada,Constante,Bajo,Excesivo,Regular,Parcial_Alta,Excelente,Moderado,Critico,Inicio,Inicio,Medio
Excelente,Excelente,Excelente,Moderado,Limitado,Puntual,Medio,Con_deuda,Beca_Total,Medio,Estable,Minimo,Nula,Ocasional,Baja,Moderada,Nula,Moderado,Adecuado,Regular,Tiempo_Completo,Insuficiente,Moderado,Critico,Previsto,Destacado,Alto
Excelente,Excelente,Alta,Critico,Adecuado,Puntual,Alto,Con_deuda,Pago_Directo,Medio,Sostenible,Constante,Nula,Frecuente,Media,Adecuada,Constante,Alto,Deficiente,Regular,Parcial_Alta,Insuficiente,Moderado,Excelente,Previsto,Previsto,Bajo
Excelente,Excelente,Excelente,Consistente,Insuficiente,Puntual,Medio,Con_deuda,Pago_Directo,Alto,Vulnerable,Minimo,Frecuente,Constante,Alta,Adecuada,Constante,Bajo,Deficiente,Bueno,Tiempo_Completo,Insuficiente,Moderado,Critico,Destacado,Destacado,Alto
Media,Baja,Media,Consistente,Insuficiente,Impuntual,Medio,Sin_deuda,Beca_Parcial,Bajo,Riesgo_Moderado,Frecuente,Constante,Constante,Alta,Moderada,Frecuente,Bajo,Regular,Bueno,Tiempo_Completo,Moderado,Moderado,Excelente,Destacado,En_Proceso,Medio
Media,Baja,Baja,Critico,Insuficiente,Impuntual,Alto,Con_deuda,Financiamiento_Familiar,Medio,Estable,Frecuente,Constante,Ocasional,Baja,Inadecuada,Frecuente,Bajo,Regular,Regular,Parcial_Baja,Moderado,Alto,Excelente,En_Proceso,Inicio,Medio
Alta,Alta,Alta,Consistente,Intensivo,Impuntual,Bajo,Sin_deuda,Beca_Total,Alto,Riesgo_Moderado,Ocasional,Ocasional,Constante,Baja,Moderada,Baja,Alto,Adecuado,Regular,Ninguna,Insuficiente,Bajo,Excelente,Destacado,Destacado,Bajo
Baja,Alta,Media,Ejemplar,Intensivo,Puntual,Bajo,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Vulnerable,Minimo,Nula,Constante,Baja,Moderada,Baja,Moderado,Regular,Regular,Tiempo_Completo,Moderado,Alto,Regular,En_Proceso,Destacado,Alto
Baja,Alta,Baja,Consistente,Adecuado,Impuntual,Alto,Sin_deuda,Beca_Total,Alto,Sostenible,Minimo,Frecuente,Ocasional,Baja,Inadecuada,Constante,Moderado,Adecuado,Excelente,Parcial_Baja,Moderado,Bajo,Regular,Destacado,Destacado,Bajo
Alta,Baja,Baja,Consistente,Intensivo,Puntual,Alto,Con_deuda,Beca_Parcial,Muy_Bajo,Sostenible,Ocasional,Nula,Constante,Baja,Moderada,Baja,Alto,Excesivo,Regular,Ninguna,Moderado,Alto,Excelente,Inicio,Previsto,Medio
Media,Media,Media,Consistente,Intensivo,Impuntual,Muy_Bajo,Con_deuda,Pago_Directo,Bajo,Riesgo_Moderado,Minimo,Frecuente,Ocasional,Media,Adecuada,Constante,Moderado,Adecuado,Bueno,Parcial_Alta,Bueno,Muy_Alto,Regular,Destacado,Destacado,Bajo
Baja,Alta,Media,Moderado,Limitado,Puntual,Muy_Bajo,Con_deuda,Beca_Total,Bajo,Riesgo_Moderado,Ocasional,Ocasional,Ocasional,Baja,Moderada,Baja,Bajo,Regular,Excelente,Ninguna,Insuficiente,Moderado,Regular,Previsto,Previsto,Bajo
Excelente,Baja,Media,Consistente,Intensivo,Puntual,Alto,Con_deuda,Financiamiento_Familiar,Bajo,Estable,Ocasional,Frecuente,Frecuente,Media,Inadecuada,Constante,Alto,Regular,Excelente,Parcial_Alta,Moderado,Moderado,Excelente,Inicio,En_Proceso,Bajo
Baja,Baja,Baja,Moderado,Adecuado,Impuntual,Bajo,Sin_deuda,Financiamiento_Familiar,Medio,Riesgo_Moderado,Ocasional,Constante,Constante,Alta,Inadecuada,Baja,Alto,Excesivo,Regular,Tiempo_Completo,Insuficiente,Muy_Alto,Critico,En_Proceso,Destacado,Alto
Baja,Baja,Baja,Ejemplar,Insuficiente,Impuntual,Medio,Sin_deuda,Beca_Total,Medio,Estable,Minimo,Frecuente,Constante,Media,Adecuada,Baja,Bajo,Regular,Excelente,Parcial_Baja,Insuficiente,Moderado,Critico,En_Proceso,En_Proceso,Medio
Media,Media,Excelente,Consistente,Limitado,Impuntual,Muy_Bajo,Sin_deuda,Credito,Bajo,Vulnerable,Ocasional,Ocasional,Frecuente,Media,Inadecuada,Constante,Moderado,Excesivo,Bueno,Tiempo_Completo,Moderado,Bajo,Excelente,Previsto,Destacado,Bajo
Media,Media,Media,Critico,Adecuado,Puntual,Bajo,Sin_deuda,Pago_Directo,Alto,Estable,Minimo,Ocasional,Ocasional,Baja,Moderada,Baja,Moderado,Deficiente,Regular,Parcial_Alta,Moderado,Moderado,Excelente,Inicio,Previsto,Medio
Excelente,Alta,Excelente,Moderado,Insuficiente,Puntual,Muy_Bajo,Con_deuda,Beca_Total,Bajo,Riesgo_Moderado,Minimo,Constante,Nula,Alta,Moderada,Constante,Bajo,Regular,Bueno,Parcial_Baja,Insuficiente,Alto,Regular,Destacado,Destacado,Medio
Alta,Media,Media,Ejemplar,Intensivo,Impuntual,Bajo,Con_deuda,Pago_Directo,Medio,Vulnerable,Frecuente,Ocasional,Ocasional,Baja,Adecuada,Baja,Moderado,Regular,Excelente,Tiempo_Completo,Excelente,Bajo,Regular,Inicio,Previsto,Bajo
Baja,Media,Media,Ejemplar,Limitado,Puntual,Muy_Bajo,Con_deuda,Credito,Medio,Vulnerable,Ocasional,Ocasional,Constante,Baja,Inadecuada,Frecuente,Moderado,Adecuado,Bueno,Parcial_Alta,Insuficiente,Bajo,Excelente,Destacado,En_Proceso,Bajo
Baja,Baja,Media,Moderado,Intensivo,Puntual,Medio,Sin_deuda,Beca_Parcial,Medio,Riesgo_Moderado,Constante,Ocasional,Constante,Alta,Moderada,Frecuente,Bajo,Deficiente,Bueno,Ninguna,Moderado,Moderado,Regular,Previsto,Destacado,Bajo
Baja,Alta,Excelente,Consistente,Intensivo,Impuntual,Bajo,Con_deuda,Credito,Alto,Vulnerable,Minimo,Ocasional,Constante,Alta,Moderada,Frecuente,Moderado,Deficiente,Deficiente,Parcial_Alta,Insuficiente,Bajo,Excelente,Inicio,Previsto,Alto
Media,Excelente,Alta,Critico,Adecuado,Puntual,Alto,Sin_deuda,Financiamiento_Familiar,Alto,Estable,Frecuente,Constante,Constante,Media,Adecuada,Constante,Alto,Adecuado,Excelente,Parcial_Alta,Excelente,Moderado,Excelente,Destacado,Destacado,Bajo
Alta,Media,Alta,Critico,Intensivo,Impuntual,Medio,Sin_deuda,Credito,Muy_Bajo,Sostenible,Minimo,Frecuente,Ocasional,Baja,Adecuada,Frecuente,Bajo,Adecuado,Excelente,Tiempo_Completo,Moderado,Moderado,Excelente,En_Proceso,Destacado,Alto
Baja,Baja,Baja,Consistente,Limitado,Impuntual,Medio,Con_deuda,Beca_Total,Bajo,Riesgo_Moderado,Constante,Constante,Ocasional,Media,Inadecuada,Constante,Moderado,Deficiente,Bueno,Ninguna,Moderado,Moderado,Excelente,En_Proceso,Inicio,Alto
Media,Alta,Excelente,Critico,Limitado,Impuntual,Medio,Con_deuda,Beca_Parcial,Alto,Vulnerable,Ocasional,Constante,Nula,Media,Adecuada,Nula,Moderado,Regular,Deficiente,Tiempo_Completo,Moderado,Moderado,Critico,En_Proceso,Previsto,Medio
Excelente,Media,Alta,Critico,Limitado,Puntual,Bajo,Sin_deuda,Financiamiento_Familiar,Alto,Riesgo_Moderado,Ocasional,Constante,Ocasional,Media,Adecuada,Frecuente,Moderado,Deficiente,Bueno,Tiempo_Completo,Excelente,Moderado,Regular,Inicio,En_Proceso,Bajo
Excelente,Alta,Excelente,Moderado,Insuficiente,Impuntual,Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Riesgo_Moderado,Minimo,Ocasional,Constante,Baja,Inadecuada,Baja,Moderado,Excesivo,Bueno,Parcial_Baja,Insuficiente,Moderado,Regular,Inicio,En_Proceso,Bajo
Excelente,Alta,Alta,Critico,Intensivo,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Sostenible,Frecuente,Constante,Frecuente,Alta,Inadecuada,Nula,Bajo,Deficiente,Deficiente,Parcial_Baja,Bueno,Alto,Excelente,Destacado,Destacado,Bajo
Baja,Excelente,Baja,Ejemplar,Intensivo,Puntual,Muy_Bajo,Sin_deuda,Beca_Parcial,Muy_Bajo,Estable,Minimo,Frecuente,Constante,Alta,Adecuada,Frecuente,Moderado,Adecuado,Excelente,Parcial_Baja,Excelente,Moderado,Excelente,Previsto,Destacado,Alto
Alta,Baja,Media,Ejemplar,Limitado,Impuntual,Muy_Bajo,Sin_deuda,Beca_Total,Bajo,Sostenible,Frecuente,Ocasional,Constante,Media,Moderada,Frecuente,Moderado,Adecuado,Regular,Tiempo_Completo,Excelente,Bajo,Excelente,Previsto,En_Proceso,Bajo
Media,Baja,Alta,Moderado,Limitado,Puntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Estable,Frecuente,Constante,Constante,Alta,Adecuada,Baja,Moderado,Regular,Bueno,Tiempo_Completo,Moderado,Muy_Alto,Critico,Destacado,En_Proceso,Alto
Excelente,Excelente,Excelente,Ejemplar,Limitado,Impuntual,Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Constante,Constante,Ocasional,Media,Adecuada,Constante,Bajo,Deficiente,Regular,Parcial_Baja,Bueno,Alto,Critico,En_Proceso,En_Proceso,Bajo
Excelente,Media,Excelente,Ejemplar,Insuficiente,Puntual,Alto,Sin_deuda,Credito,Medio,Estable,Frecuente,Ocasional,Frecuente,Baja,Moderada,Frecuente,Bajo,Excesivo,Regular,Ninguna,Bueno,Moderado,Excelente,En_Proceso,Previsto,Bajo
Alta,Media,Alta,Ejemplar,Adecuado,Impuntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Frecuente,Frecuente,Nula,Media,Moderada,Nula,Moderado,Regular,Excelente,Tiempo_Completo,Moderado,Bajo,Excelente,Destacado,Destacado,Bajo
Baja,Baja,Baja,Ejemplar,Insuficiente,Impuntual,Muy_Bajo,Sin_deuda,Pago_Directo,Medio,Estable,Minimo,Frecuente,Nula,Alta,Adecuada,Frecuente,Bajo,Excesivo,Excelente,Ninguna,Insuficiente,Moderado,Excelente,Inicio,En_Proceso,Bajo
Baja,Media,Baja,Critico,Insuficiente,Puntual,Bajo,Con_deuda,Credito,Medio,Vulnerable,Frecuente,Ocasional,Frecuente,Alta,Inadecuada,Nula,Alto,Deficiente,Deficiente,Tiempo_Completo,Bueno,Alto,Excelente,Previsto,Inicio,Alto
Excelente,Alta,Alta,Ejemplar,Adecuado,Impuntual,Muy_Bajo,Sin_deuda,Credito,Medio,Estable,Frecuente,Frecuente,Frecuente,Alta,Inadecuada,Constante,Bajo,Regular,Bueno,Tiempo_Completo,Excelente,Muy_Alto,Excelente,Previsto,Inicio,Bajo
Baja,Media,Media,Critico,Insuficiente,Puntual,Medio,Con_deuda,Beca_Total,Medio,Vulnerable,Ocasional,Constante,Nula,Media,Moderada,Frecuente,Alto,Adecuado,Regular,Ninguna,Excelente,Muy_Alto,Regular,Destacado,Previsto,Bajo
Excelente,Baja,Alta,Critico,Limitado,Puntual,Bajo,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Sostenible,Minimo,Ocasional,Nula,Media,Moderada,Nula,Moderado,Regular,Bueno,Parcial_Alta,Moderado,Alto,Excelente,Inicio,Previsto,Bajo
Media,Alta,Excelente,Consistente,Intensivo,Impuntual,Bajo,Con_deuda,Pago_Directo,Muy_Bajo,Estable,Frecuente,Ocasional,Frecuente,Media,Moderada,Frecuente,Moderado,Deficiente,Excelente,Parcial_Baja,Insuficiente,Moderado,Regular,Destacado,Destacado,Bajo
Media,Baja,Baja,Consistente,Intensivo,Puntual,Bajo,Sin_deuda,Credito,Muy_Bajo,Vulnerable,Minimo,Nula,Frecuente,Media,Moderada,Nula,Alto,Deficiente,Regular,Parcial_Alta,Excelente,Bajo,Excelente,Previsto,Destacado,Bajo
Media,Media,Excelente,Ejemplar,Limitado,Impuntual,Muy_Bajo,Con_deuda,Pago_Directo,Bajo,Riesgo_Moderado,Frecuente,Constante,Frecuente,Alta,Inadecuada,Frecuente,Alto,Deficiente,Regular,Parcial_Alta,Insuficiente,Alto,Excelente,Previsto,Destacado,Medio
Alta,Alta,Excelente,Moderado,Intensivo,Impuntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Medio,Riesgo_Moderado,Ocasional,Nula,Constante,Alta,Moderada,Nula,Moderado,Deficiente,Deficiente,Ninguna,Insuficiente,Bajo,Excelente,Destacado,Destacado,Bajo
Baja,Media,Baja,Critico,Limitado,Puntual,Medio,Sin_deuda,Credito,Muy_Bajo,Sostenible,Minimo,Frecuente,Nula,Baja,Adecuada,Nula,Bajo,Excesivo,Bueno,Parcial_Baja,Insuficiente,Alto,Critico,Destacado,Destacado,Medio
Baja,Excelente,Media,Moderado,Intensivo,Impuntual,Bajo,Sin_deuda,Beca_Parcial,Muy_Bajo,Estable,Constante,Ocasional,Nula,Baja,Inadecuada,Baja,Moderado,Deficiente,Deficiente,Parcial_Baja,Moderado,Muy_Alto,Critico,Inicio,Previsto,Alto
Alta,Excelente,Excelente,Critico,Limitado,Impuntual,Medio,Con_deuda,Credito,Alto,Vulnerable,Ocasional,Ocasional,Frecuente,Media,Adecuada,Nula,Alto,Adecuado,Regular,Tiempo_Completo,Excelente,Moderado,Excelente,En_Proceso,En_Proceso,Medio
Excelente,Alta,Excelente,Ejemplar,Adecuado,Impuntual,Medio,Sin_deuda,Financiamiento_Familiar,Alto,Estable,Minimo,Constante,Nula,Media,Moderada,Nula,Alto,Excesivo,Bueno,Tiempo_Completo,Excelente,Alto,Excelente,Inicio,Inicio,Bajo
Alta,Media,Alta,Consistente,Intensivo,Impuntual,Bajo,Sin_deuda,Pago_Directo,Muy_Bajo,Estable,Ocasional,Constante,Constante,Alta,Adecuada,Frecuente,Bajo,Deficiente,Bueno,Parcial_Alta,Insuficiente,Alto,Excelente,En_Proceso,Destacado,Alto
Media,Baja,Baja,Moderado,Limitado,Impuntual,Alto,Con_deuda,Pago_Directo,Muy_Bajo,Sostenible,Frecuente,Frecuente,Ocasional,Baja,Inadecuada,Baja,Bajo,Deficiente,Bueno,Ninguna,Excelente,Muy_Alto,Regular,Destacado,Previsto,Bajo
Alta,Baja,Media,Consistente,Limitado,Impuntual,Medio,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Estable,Constante,Frecuente,Frecuente,Alta,Adecuada,Baja,Alto,Adecuado,Excelente,Tiempo_Completo,Bueno,Moderado,Regular,Inicio,Inicio,Medio
Baja,Media,Baja,Critico,Insuficiente,Impuntual,Medio,Con_deuda,Beca_Parcial,Medio,Vulnerable,Minimo,Nula,Nula,Media,Moderada,Frecuente,Alto,Excesivo,Bueno,Parcial_Alta,Excelente,Bajo,Excelente,Inicio,Previsto,Medio
